RADICADO,FECHA ACCIDENTE,HORA ACCIDENTE,CLASE ACCIDENTE,GRAVEDAD,CLASIFICACIÓN,DIRECCION,BARRIO,AREA ACCIDENTE,ESTADO DELTIEMPO,No. VICTIMA PEATON,No. VICTIMA ACOMPANANTE,No. VICTIMA PASAJERO,No. VICTIMA CONDUCTOR,No. VICTIMA HERIDO,No. VICTIMA MUERTO
21192,02/08/2023 12:00:00 AM,6:15:00,Volcamiento,herido,Ciclista-Motociclista,km0+500,Parque Principal,Rural,Normal,0,0,0,1,1,0
21271,05/09/2023 12:00:00 AM,18:30:00,Choque,herido,Ciclista-Motociclista,km 04+200 el eco,Papelsa,Rural,Normal,0,0,0,1,1,0
21272,05/15/2023 12:00:00 AM,12:00:00,Choque,herido,Ciclista-Motociclista,km 6 + 900 via hatillo,Papelsa,Rural,Normal,0,0,0,1,1,0
21282,06/01/2023 12:00:00 AM,20:00:00,Atropello,herido,Ciclista-Motociclista,tramo 6205 km 0+500,Papelsa,Rural,Normal,1,0,0,0,1,0
21283,06/02/2023 12:00:00 AM,21:44:00,Atropello,herido,Ciclista-Motociclista,carrera 16 calle 17,Papelsa,Urbana,Normal,3,0,0,0,3,0
21284,06/02/2023 12:00:00 AM,6:10:00,Choque,herido,Ciclista-Motociclista,via santo domingo km 2+400,Papelsa,Rural,Normal,0,0,0,1,1,0
21285,05/27/2023 12:00:00 AM,22:00:00,Volcamiento,herido,Ciclista-Motociclista,puente colkin carrera 21,Papelsa,Urbana,Viento,0,0,0,1,1,0
21323,07/08/2023 12:00:00 AM,13:00:00,Choque,herido,Ciclista-Motociclista,hatillo 25 an 19 km1,Esmeralda,Rural,Normal,0,0,0,1,1,0
21324,07/04/2023 12:00:00 AM,7:30:00,Choque,herido,Ciclista-Motociclista,via medellin los llanos 1km 34+900,Esmeralda,Rural,Normal,0,1,0,1,2,0
21189,02/12/2023 12:00:00 AM,15:20:00,Volcamiento,herido,Ciclista-Motociclista,ruta6205 km 33,Papelsa,Rural,Normal,0,0,0,1,1,0
21199,02/21/2023 12:00:00 AM,18:10:00,Choque,herido,Ciclista-Motociclista,km30+800 hatillo- llanos de cuiba,Papelsa,Rural,Normal,0,1,0,1,2,0
21200,02/24/2023 12:00:00 AM,7:30:00,Choque,herido,Conductor,6205 km 1,Papelsa,Rural,Normal,0,0,0,1,1,0
21201,02/26/2023 12:00:00 AM,17:00:00,Volcamiento,herido,Conductor,vereda la cuesta,Papelsa,Rural,Normal,0,0,0,1,1,0
21203,03/01/2023 12:00:00 AM,7:10:00,Choque,herido,Ciclista-Motociclista,kolkim vereda canaan,Papelsa,Rural,Normal,0,0,0,1,1,0
21204,02/19/2023 12:00:00 AM,17:50:00,Choque,herido,Ciclista-Motociclista,ruta 6205 km 13 vereda yarumito,Papelsa,Rural,Normal,0,0,0,2,2,0
21205,02/24/2023 12:00:00 AM,20:40:00,Choque,herido,Ciclista-Motociclista,via hatillo- bello km 22+600,Papelsa,Rural,Normal,0,0,0,1,1,0
21210,03/15/2023 12:00:00 AM,8:30:00,Choque,herido,Ciclista-Motociclista,ruta 6205 km 1+500 aproximadamente,Papelsa,Rural,Normal,0,0,0,1,1,0
21211,03/10/2023 12:00:00 AM,20:00:00,Volcamiento,herido,Ciclista-Motociclista,6205 km 4 + 500 mts via hatillo,Parque Principal,Rural,Normal,0,0,1,0,1,0
21212,03/14/2023 12:00:00 AM,16:00:00,Volcamiento,herido,Ciclista-Motociclista,calle 16 cra 13,Esmeralda,Urbana,Normal,0,0,0,1,1,0
21213,03/12/2023 12:00:00 AM,17:40:00,Choque,herido,Ciclista-Motociclista,2510 km + 21 +800,Esmeralda,Rural,Normal,0,0,0,1,1,0
21214,03/15/2023 12:00:00 AM,11:45:00,Choque,herido,Ciclista-Motociclista,6205A km 8 + 500,Esmeralda,Rural,Normal,0,0,0,1,1,0
21256,04/06/2023 12:00:00 AM,15:30:00,Choque,muerte,Ciclista-Motociclista,sector los blanquiados,Papelsa,Rural,Normal,0,1,0,1,1,1
21257,04/28/2023 12:00:00 AM,23:15:00,Choque,herido,Ciclista-Motociclista,el machete,Papelsa,Rural,Lluvia,0,0,0,1,1,0
21372,09/03/2023 12:00:00 AM,18:45:00,Choque,muerte,Ciclista-Motociclista,DOS QUEBRADAS KM 10 + 600,Esmeralda,Rural,Normal,0,0,0,1,0,1
21373,09/03/2023 12:00:00 AM,15:10:00,Choque,herido,Ciclista-Motociclista,corrgimiento el hatillo km 1+200 via el hatillo,Esmeralda,Rural,Normal,0,0,0,1,1,0
21374,09/01/2023 12:00:00 AM,19:30:00,Caida Ocupante,herido,Ciclista-Motociclista,ve reda el paraiso,Esmeralda,Rural,Normal,0,1,0,0,1,0
21375,08/31/2023 12:00:00 AM,17:10:00,Choque,herido,Ciclista-Motociclista,,Esmeralda,Rural,Normal,0,0,0,1,1,0
21376,08/31/2023 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,SECTOR POPALITO,Esmeralda,Rural,Normal,0,1,0,1,2,0
21377,08/30/2023 12:00:00 AM,7:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda saladito km 4 + 300 aproximados,Esmeralda,Rural,Normal,0,0,0,1,1,0
21429,12/03/2023 12:00:00 AM,7:42:00,Volcamiento,herido,Ciclista-Motociclista,vereda popalito km 7 aproximadamente,Vereda Popalito,Rural,Normal,0,0,0,1,1,0
21145,01/02/2023 12:00:00 AM,14:50:00,Choque,herido,Ciclista-Motociclista,km 36+200 medellin- llanos de cuiva,Papelsa,Rural,Normal,0,0,1,1,2,0
21267,04/28/2023 12:00:00 AM,17:00:00,Choque,muerte,Ciclista-Motociclista,VIA HATILLO- MATASANOS KM 24+100,Papelsa,Rural,Normal,0,0,0,2,1,1
21276,05/21/2023 12:00:00 AM,20:15:00,Choque,muerte,Ciclista-Motociclista,T/T BARBOSA KM 4+100,Papelsa,Rural,Normal,0,1,0,0,0,1
21277,05/21/2023 12:00:00 AM,10:00:00,Choque,herido,Ciclista-Motociclista,km 10 aprox,Papelsa,Rural,Normal,0,0,0,1,1,0
21278,05/17/2023 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,km4 25AN19,Papelsa,Rural,Normal,0,0,0,1,1,0
21435,12/07/2023 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,km 0 +400 ing a barbosa,Papelsa,Rural,Normal,0,1,0,1,2,0
21436,12/10/2023 12:00:00 AM,7:30:00,Caida Ocupante,herido,Conductor,sin especificar en el ipat,Papelsa,Rural,Normal,0,0,1,0,1,0
21437,12/03/2023 12:00:00 AM,22:00:00,Volcamiento,herido,Ciclista-Motociclista,k8+700,Papelsa,Rural,Viento,0,1,0,1,2,0
21439,12/16/2023 12:00:00 AM,18:15:00,Choque,herido,Ciclista-Motociclista,KM 5+800 APROXIMADAMENTE (VEREDA SALADITO),Papelsa,Rural,Normal,0,0,0,1,1,0
21378,09/05/2023 12:00:00 AM,17:50:00,Atropello,herido,Ciclista-Motociclista,hatillo km 1 + 400 aprx,Esmeralda,Rural,Normal,1,0,0,0,1,0
21379,09/03/2023 12:00:00 AM,5:00:00,Choque,herido,Ciclista-Motociclista,kimberly cr 21 cll 20 aprox,Esmeralda,Urbana,Normal,0,0,0,1,1,0
21380,09/08/2023 12:00:00 AM,0:15:00,Caida Ocupante,herido,Ciclista-Motociclista,HATILLO KMT8+300,Esmeralda,Rural,Normal,0,1,0,0,1,0
21381,09/02/2023 12:00:00 AM,1:45:00,Choque,herido,Ciclista-Motociclista,ARENERA BARBOSA CONCEPCION KM 2 + 610 APROX,Esmeralda,Rural,Normal,0,0,0,1,1,0
21382,08/28/2023 12:00:00 AM,15:00:00,Choque,herido,Ciclista-Motociclista,PARQUE DE LAS AGUAS K19+600,Esmeralda,Rural,Normal,0,0,0,1,1,0
21147,01/10/2023 12:00:00 AM,11:30:00,Choque,herido,Ciclista-Motociclista,ruta 2510 km 32+700,Papelsa,Rural,Lluvia,0,0,0,1,1,0
21150,01/12/2023 12:00:00 AM,16:40:00,Volcamiento,herido,Conductor,6205 km 9 aprox,Papelsa,Rural,Normal,0,0,0,1,1,0
21151,01/08/2023 12:00:00 AM,11:30:00,Volcamiento,herido,Conductor,km 7+400 aproximadamente,Papelsa,Rural,Normal,0,0,1,1,2,0
21218,03/21/2023 12:00:00 AM,17:35:00,Volcamiento,herido,Ciclista-Motociclista,ruta 6205 km 06+100,Papelsa,Rural,Normal,0,0,0,1,1,0
21219,03/18/2023 12:00:00 AM,14:15:00,Choque,herido,Ciclista-Motociclista,ruta6205 kilometro 7+400,Papelsa,Rural,Normal,0,0,0,1,1,0
21426,11/18/2023 12:00:00 AM,22:40:00,Otro,herido,Ciclista-Motociclista,KILOMETRO 19 + 500 MEDELLIN - LLANOS,Papelsa,Rural,Normal,2,1,0,1,4,0
21430,12/03/2023 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,aguas claras parte baja,Papelsa,Rural,Normal,0,1,0,1,2,0
21325,07/07/2023 12:00:00 AM,12:10:00,Choque,herido,Ciclista-Motociclista,carrera 15 calle10,Esmeralda,Urbana,Normal,0,0,1,2,3,0
21326,07/09/2023 12:00:00 AM,19:50:00,Choque,herido,Ciclista-Motociclista,via pradera hatillo k 15+160,Esmeralda,Rural,Normal,0,0,1,1,2,0
21327,07/09/2023 12:00:00 AM,16:50:00,Choque,herido,Ciclista-Motociclista,ruta 6205 kilometro 4 + 000 vereda el eco,Esmeralda,Rural,Normal,0,1,0,1,2,0
21328,07/07/2023 12:00:00 AM,8:00:00,Choque,herido,Ciclista-Motociclista,via hatillo bello k23 + 300,Esmeralda,Rural,Normal,0,0,0,1,1,0
21383,09/12/2023 12:00:00 AM,18:00:00,Choque,herido,Ciclista-Motociclista,VEREDA PLATANITO,Esmeralda,Rural,Normal,0,0,0,1,1,0
